At. num | Sp. Name      | Ion Charge | El. Name     | Isoel. Seq. | Ground Shells (a)    | Ground Level       | Ionized Level                      |      Ionization Energy (b) (eV)       | References
     19 | K XVI         |        +15 | Potassium    | Be          | 1s2.2s2              | 1S0                | 2s 2S<1/2>                         |          [967.66(30)]                 |             L11770
     19 | K XVII        |        +16 | Potassium    | Li          | 1s2.2s               | 2S<1/2>            | 1s2 1S<0>                          |         (1034.5410(70))               |          L16264c99
     19 | K XVIII       |        +17 | Potassium    | He          | 1s2                  | 1S0                | 1s 2S<1/2>                         |         (4610.86998(12))              |              L8473
     19 | K XIX         |        +18 | Potassium    | H           | 1s                   | 2S<1/2>            |                                    |         (4934.04820(90))              |              L7188
     20 | Ca I          |          0 | Calcium      | Ca          | [Ar].4s2             | 1S0                | 4s 2S<1/2>                         |             6.11315520(25)            |              L8900
     20 | Ca II         |         +1 | Calcium      | K           | [Ar].4s              | 2S<1/2>            | 3p6 1S<0>                          |            11.8717180(40)             |        L7185,L7323
     20 | Ca III        |         +2 | Calcium      | Ar          | [Ne].3s2.3p6         | 1S0                | 3p5 2P*<3/2>                       |            50.91315(25)               |              L1405
     20 | Ca IV         |         +3 | Calcium      | Cl          | [Ne].3s2.3p5         | 2P*<3/2>           | 3p4 3P<2>                          |           [67.2732(21)]               |             L11770
     20 | Ca V          |         +4 | Calcium      | S           | [Ne].3s2.3p4         | 3P<2>              | 3p3 4S*<3/2>                       |           [84.338(80)]                |             L11770
     20 | Ca VI         |         +5 | Calcium      | P           | [Ne].3s2.3p3         | 4S*<3/2>           | 3p2 3P<0>                          |          [108.78(25)]                 |              L7185
     20 | Ca VII        |         +6 | Calcium      | Si          | [Ne].3s2.3p2         | 3P0                | 3p 2P*<1/2>                        |          [127.20(25)]                 |              L7185
     20 | Ca VIII       |         +7 | Calcium      | Al          | [Ne].3s2.3p          | 2P*<1/2>           | 3s2 1S<0>                          |           147.24(12)                  |              L7185
     20 | Ca IX         |         +8 | Calcium      | Mg          | [Ne].3s2             | 1S0                | 3s 2S<1/2>                         |          [188.535(60)]                |              L7185
     20 | Ca X          |         +9 | Calcium      | Na          | [Ne].3s              | 2S<1/2>            | 2p6 1S<0>                          |          [211.2751(40)]               |             L11770
     20 | Ca XI         |        +10 | Calcium      | Ne          | 1s2.2s2.2p6          | 1S0                | 2p5 2P*<3/2>                       |          [591.60(12)]                 |             L11770
     20 | Ca XII        |        +11 | Calcium      | F           | 1s2.2s2.2p5          | 2P*<3/2>           | 2p4 3P<2>                          |          [658.24(90)]                 |             L11770
     20 | Ca XIII       |        +12 | Calcium      | O           | 1s2.2s2.2p4          | 3P<2>              | 2p3 4S*<3/2>                       |          [728.6(11)]                  |             L11770
     20 | Ca XIV        |        +13 | Calcium      | N           | 1s2.2s2.2p3          | 4S*<3/2>           | 2p2 3P<0>                          |          [817.22(60)]                 |             L11770
     20 | Ca XV         |        +14 | Calcium      | C           | 1s2.2s2.2p2          | 3P0                | 2p 2P*<1/2>                        |          [893.98(40)]                 |             L11770
     20 | Ca XVI        |        +15 | Calcium      | B           | 1s2.2s2.2p           | 2P*<1/2>           | 2s2 1S<0>                          |          [973.70(30)]                 |             L11770
     20 | Ca XVII       |        +16 | Calcium      | Be          | 1s2.2s2              | 1S0                | 2s 2S<1/2>                         |         [1086.80(40)]                 |             L11770
     20 | Ca XVIII      |        +17 | Calcium      | Li          | 1s2.2s               | 2S<1/2>            | 1s2 1S<0>                          |         (1157.7260(70))               |          L16264c99
     20 | Ca XIX        |        +18 | Calcium      | He          | 1s2                  | 1S0                | 1s 2S<1/2>                         |         (5128.85760(50))              |             L12128
     20 | Ca XX         |        +19 | Calcium      | H           | 1s                   | 2S<1/2>            |                                    |         (5469.8614(10))               |              L7188
     21 | Sc I          |          0 | Scandium     | Sc          | [Ar].3d.4s2          | 2D<3/2>            | 3d.4s 3D<1>                        |             6.561490(60)              |        L7185,L2110
     21 | Sc II         |         +1 | Scandium     | Ca          | [Ar].3d.4s           | 3D<1>              | 3d 2D<3/2>                         |            12.79977(25)               |        L7185,L5141
     21 | Sc III        |         +2 | Scandium     | K           | [Ar].3d              | 2D<3/2>            | 3p6 1S<0>                          |            24.756838(12)              |        L1891,L7185
     21 | Sc IV         |         +3 | Scandium     | Ar          | [Ne].3s2.3p6         | 1S0                | 3p5 2P*<3/2>                       |            73.48940(40)               |        L7185,L2826
     21 | Sc V          |         +4 | Scandium     | Cl          | [Ne].3s2.3p5         | 2P*<3/2>           | 3p4 3P<2>                          |           [91.949(30)]                |             L11770
